Column1;Column10;SAMPLE TEXT 1
GBC_NPC_DREDGERINVALIDDECK_REPEAT_#1_720_M;I don' 'ave time fer this, mate.;SAMPLE TEXT 2604

GBC_NPC_DREDGERINVALIDDECK_REPEAT_#1_720_F;I don' 'ave time fer this, mate.;SAMPLE TEXT 2605

GBC_NPC_LESHYGBCVICTORY_674_M;[c:F]You had triumphed.[w:0.3] Narrowly avoiding tooth and claw,[w:0.2] the [c:R]Scrybe of Beasts[c:F] was defeated[w:0.2].[w:0.2].[w:0.2].;SAMPLE TEXT 2606

GBC_NPC_LESHYGBCVICTORY_674_F;;SAMPLE TEXT 2607

GBC_NPC_LESHYGBCVICTORY_931_M;[shake:0.7]That you were able to defeat me beggars belief.[w:0.2] But now I must yield to you.;SAMPLE TEXT 2608

GBC_NPC_LESHYGBCVICTORY_931_F;;SAMPLE TEXT 2609

GBC_NPC_LESHYGBCVICTORY_429_M;My only regret is that our battle was so brief.[w:0.2] Surely the summit of victory is made sweeter by a more arduous ascent.;SAMPLE TEXT 2610

GBC_NPC_LESHYGBCVICTORY_429_F;;SAMPLE TEXT 2611

GBC_NPC_LESHYGBCVICTORY_REPEAT_#1_990_M;The [c:R]Scrybe of Beasts[c:F] was defeated[w:0.2].[w:0.2].[w:0.2].;SAMPLE TEXT 2612

GBC_NPC_LESHYGBCVICTORY_REPEAT_#1_990_F;;SAMPLE TEXT 2613

GBC_BATTLE_LESHYBOSSBATTLEDEFEATED_279_M;[c:F]The great Scrybe was...[w:0.3][c:] incredibly...[c:F][w:0.5] bested.;SAMPLE TEXT 2614

GBC_BATTLE_LESHYBOSSBATTLEDEFEATED_279_F;;SAMPLE TEXT 2615

GBC_BATTLE_LESHYBOSSBATTLEDEFEATED_739_M;[c:F]Far away[w:0.3] a light[w:0.2] enveloped a long forgotten monument.;SAMPLE TEXT 2616

GBC_BATTLE_LESHYBOSSBATTLEDEFEATED_739_F;;SAMPLE TEXT 2617

GBC_BATTLE_P03BOSSBATTLEDEFEATED_466_M;[e:Anger]Pfft.[w:0.3] Nice luck you had.;SAMPLE TEXT 2618

GBC_BATTLE_P03BOSSBATTLEDEFEATED_466_F;;SAMPLE TEXT 2619

GBC_BATTLE_P03BOSSBATTLEDEFEATED_948_M;[e:Anger]I guess playing a perfect game is no match for good RNG.;SAMPLE TEXT 2620

GBC_BATTLE_P03BOSSBATTLEDEFEATED_948_F;;SAMPLE TEXT 2621

GBC_BATTLE_GRIMORABOSSBATTLEDEFEATED_163_M;[e:Quiet]Oh...[w:0.3] Oh dear.;SAMPLE TEXT 2622

GBC_BATTLE_GRIMORABOSSBATTLEDEFEATED_163_F;;SAMPLE TEXT 2623

GBC_BATTLE_P03BOSSBATTLEINTRO_092_M;You see those conveyor belts?[w:0.3] Just like my factory.;SAMPLE TEXT 2624

GBC_BATTLE_P03BOSSBATTLEINTRO_092_F;;SAMPLE TEXT 2625

GBC_BATTLE_P03BOSSBATTLEINTRO_682_M;At the very least they ought to test your lane positioning.;SAMPLE TEXT 2626

GBC_BATTLE_P03BOSSBATTLEINTRO_682_F;;SAMPLE TEXT 2627

GBC_BATTLE_P03BOSSBATTLEINTRO_REPEAT_#1_234_M;You go first.;SAMPLE TEXT 2628

GBC_BATTLE_P03BOSSBATTLEINTRO_REPEAT_#1_234_F;;SAMPLE TEXT 2629

GBC_BATTLE_P03BOSSBATTLEINTRO_REPEAT_#2_588_M;You've got the play.;SAMPLE TEXT 2630

GBC_BATTLE_P03BOSSBATTLEINTRO_REPEAT_#2_588_F;;SAMPLE TEXT 2631

GBC_BATTLE_P03BOSSBATTLEINTRO_REPEAT_#3_643_M;Ready?;SAMPLE TEXT 2632

GBC_BATTLE_P03BOSSBATTLEINTRO_REPEAT_#3_643_F;;SAMPLE TEXT 2633

GBC_BATTLE_P03BOSSBATTLECONVEYORBELTS_918_M;See how that works?[w:0.4] OK,[w:0.3] your turn.;SAMPLE TEXT 2634

GBC_BATTLE_P03BOSSBATTLECONVEYORBELTS_918_F;;SAMPLE TEXT 2635

GBC_BATTLE_P03BOSSBATTLECONVEYORBELTS_REPEAT_#1_710_M;I passed.[w:0.3] It's your turn.;SAMPLE TEXT 2636

GBC_BATTLE_P03BOSSBATTLECONVEYORBELTS_REPEAT_#1_710_F;;SAMPLE TEXT 2637

GBC_NPC_P03GBCVICTORY_880_M;[e:Anger]I guess you won.;SAMPLE TEXT 2638

GBC_NPC_P03GBCVICTORY_880_F;;SAMPLE TEXT 2639

GBC_NPC_P03GBCVICTORY_391_M;Your ambition is to become [w:0.3][e:Anger][c:R]The Scrybe of[w:0.3][shake:1] The Dead?[w:0.3][c:] That naive spinster...[w:0.3] You ought to reconsider.;SAMPLE TEXT 2640

GBC_NPC_P03GBCVICTORY_391_F;Your ambition is to become [w:0.3][e:Anger][c:R]The Scrybe of[w:0.3][shake:1] The Dead?[w:0.3][c:] That naive spinster...[w:0.3] You ought to reconsider.;SAMPLE TEXT 2641

GBC_NPC_P03GBCVICTORY_783_M;Your ambition is to become [w:0.3][e:Anger][c:R]The Scrybe of[w:0.3][shake:1] Magicks?[w:0.3][c:] That old hack.[w:0.3] You ought to reconsider.;SAMPLE TEXT 2642

GBC_NPC_P03GBCVICTORY_783_F;Your ambition is to become [w:0.3][e:Anger][c:R]The Scrybe of[w:0.3][shake:1] Magicks?[w:0.3][c:] That old hack.[w:0.3] You ought to reconsider.;SAMPLE TEXT 2643

GBC_NPC_P03GBCVICTORY_015_M;Your ambition is to become [w:0.3][e:Anger][c:R]The Scrybe of[w:0.3][shake:1] Beasts?[w:0.3][c:] That soft-minded stump?[w:0.3] You ought to reconsider.;SAMPLE TEXT 2644

GBC_NPC_P03GBCVICTORY_015_F;Your ambition is to become [w:0.3][e:Anger][c:R]The Scrybe of[w:0.3][shake:1] Beasts?[w:0.3][c:] That soft-minded stump?[w:0.3] You ought to reconsider.;SAMPLE TEXT 2645

GBC_NPC_P03GBCVICTORY_093_M;And you've even decided that I am the Scrybe you will defeat.;SAMPLE TEXT 2646

GBC_NPC_P03GBCVICTORY_093_F;;SAMPLE TEXT 2647

GBC_NPC_P03GBCVICTORY_642_M;[e:Quiet]As if you have a choice...;SAMPLE TEXT 2648

GBC_NPC_P03GBCVICTORY_642_F;;SAMPLE TEXT 2649

GBC_NPC_MECHANICBROKENBRIDGE_616_M;Woof.[w:0.3] I was just about to call it quits out here.;SAMPLE TEXT 2650

GBC_NPC_MECHANICBROKENBRIDGE_616_F;;SAMPLE TEXT 2651

GBC_NPC_MECHANICBROKENBRIDGE_139_M;But now that there's a[w:0.3][c:R] Challenger[c:][w:0.2] in our midst[w:0.2] it's back to work for me.;SAMPLE TEXT 2652

GBC_NPC_MECHANICBROKENBRIDGE_139_F;But now that there's a[w:0.3][c:R] Challenger[c:][w:0.2] in our midst[w:0.2] it's back to work for me.;SAMPLE TEXT 2653

GBC_NPC_MECHANICBROKENBRIDGE_426_M;I should be able to get this bridge fixed in[w:0.2].[w:0.2].[w:0.2].;SAMPLE TEXT 2654

GBC_NPC_MECHANICBROKENBRIDGE_426_F;;SAMPLE TEXT 2655

GBC_NPC_MECHANICBROKENBRIDGE_683_M;[t:1]Full disclosure:[w:0.3] it'll take me exactly as long as it takes you to defeat one of those Scrybes.;SAMPLE TEXT 2656

GBC_NPC_MECHANICBROKENBRIDGE_683_F;;SAMPLE TEXT 2657

GBC_NPC_MECHANICBROKENBRIDGE_104_M;So,[w:0.3] uh,[w:0.3] come back later!;SAMPLE TEXT 2658

GBC_NPC_MECHANICBROKENBRIDGE_104_F;;SAMPLE TEXT 2659

GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#1_867_M;Woof.[w:0.3] It's hard to get back into the swing of things after a long break.;SAMPLE TEXT 2660

GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#1_867_F;;SAMPLE TEXT 2661

GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#1_595_M;Gotta gather that momentum.;SAMPLE TEXT 2662

GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#1_595_F;;SAMPLE TEXT 2663

GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#2_634_M;Look,[w:0.3] you seem like a fine enough Player.[w:0.3] So I'll fill you in a bit.;SAMPLE TEXT 2664

GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#2_634_F;Look,[w:0.3] you seem like a fine enough Player.[w:0.3] So I'll fill you in a bit.;SAMPLE TEXT 2665

GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#2_560_M;These Scrybes are crazy out here.[w:0.3] Always at each others' necks.[w:0.3] Desperate struggle for power.[w:0.2] You know?;SAMPLE TEXT 2666

GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#2_560_F;;SAMPLE TEXT 2667

GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#2_929_M;Just stay out of it.[w:0.3] You don't want to end up like them.;SAMPLE TEXT 2668

GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#2_929_F;;SAMPLE TEXT 2669

GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#3_754_M;Woof.[w:0.3] It's time to get back to work!;SAMPLE TEXT 2670

GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#3_754_F;;SAMPLE TEXT 2671

GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#4_376_M;Woof.;SAMPLE TEXT 2672

GBC_NPC_MECHANICBROKENBRIDGE_REPEAT_#4_376_F;;SAMPLE TEXT 2673

PART_1_SANCTUM_SANCTUMVICTORYNOFILM_622_M;Please, do not be foolish. There is no film in there.;SAMPLE TEXT 2674

PART_1_SANCTUM_SANCTUMVICTORYNOFILM_622_F;;SAMPLE TEXT 2675

PART_1_SANCTUM_SANCTUMVICTORYNOFILM_376_M;I will need that.;SAMPLE TEXT 2676

PART_1_SANCTUM_SANCTUMVICTORYNOFILM_376_F;;SAMPLE TEXT 2677

PART_1_SANCTUM_SANCTUMVICTORYNOFILM_REPEAT_#1_794_M;Yes, that is my legendary camera.;SAMPLE TEXT 2678

PART_1_SANCTUM_SANCTUMVICTORYNOFILM_REPEAT_#1_794_F;;SAMPLE TEXT 2679

PART_1_SANCTUM_SANCTUMVICTORYNOFILM_REPEAT_#1_915_M;And no, it does not function without a loaded film roll.;SAMPLE TEXT 2680

PART_1_SANCTUM_SANCTUMVICTORYNOFILM_REPEAT_#1_915_F;;SAMPLE TEXT 2681

PART_1_SANCTUM_SANCTUMVICTORYNOFILM_REPEAT_#2_320_M;Give that here. It's useless without the film.;SAMPLE TEXT 2682

PART_1_SANCTUM_SANCTUMVICTORYNOFILM_REPEAT_#2_320_F;;SAMPLE TEXT 2683

PART_1_SANCTUM_SANCTUMVICTORYINTRO_382_M;Stand right there.;SAMPLE TEXT 2684

PART_1_SANCTUM_SANCTUMVICTORYINTRO_382_F;;SAMPLE TEXT 2685

PART_1_SANCTUM_SANCTUMVICTORYINTRO_REPEAT_#1_549_M;Stand there.;SAMPLE TEXT 2686

PART_1_SANCTUM_SANCTUMVICTORYINTRO_REPEAT_#1_549_F;;SAMPLE TEXT 2687

PART_1_SANCTUM_SANCTUMVICTORYINTRO_REPEAT_#2_541_M;Right through here.;SAMPLE TEXT 2688

PART_1_SANCTUM_SANCTUMVICTORYINTRO_REPEAT_#2_541_F;;SAMPLE TEXT 2689

PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_731_M;You, Challenger, are a champion. And I wish to commemorate your victory.;SAMPLE TEXT 2690

PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_731_F;You, Challenger, are a champion. And I wish to commemorate your victory.;SAMPLE TEXT 2691

PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_REPEAT_#1_397_M;You are a champion. And I wish to memorialize you.;SAMPLE TEXT 2692

PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_REPEAT_#1_397_F;;SAMPLE TEXT 2693

PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_REPEAT_#2_596_M;I do not wish to forget your victory. And so I would like to prepare a monument to it.;SAMPLE TEXT 2694

PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_REPEAT_#2_596_F;;SAMPLE TEXT 2695

PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_REPEAT_#3_064_M;You are worthy of a memorial. I will endeavor to fulfill this.;SAMPLE TEXT 2696

PART_1_SANCTUM_SANCTUMVICTORYDEATHCARD_REPEAT_#3_064_F;;SAMPLE TEXT 2697

PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_870_M;Shhh. Do not despair.;SAMPLE TEXT 2698

PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_870_F;;SAMPLE TEXT 2699

PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_405_M;You are a winner.;SAMPLE TEXT 2700

PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_405_F;You are a winner.;SAMPLE TEXT 2701

PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#1_377_M;Be still now.;SAMPLE TEXT 2702

PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#1_377_F;;SAMPLE TEXT 2703

PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#1_082_M;You won.;SAMPLE TEXT 2704

PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#1_082_F;;SAMPLE TEXT 2705

PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#2_975_M;Stay still for me.;SAMPLE TEXT 2706

PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#2_975_F;;SAMPLE TEXT 2707

PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#2_639_M;You should be very proud of yourself.;SAMPLE TEXT 2708

PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#2_639_F;;SAMPLE TEXT 2709

PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#3_661_M;Do not despair.;SAMPLE TEXT 2710

PART_1_SANCTUM_SANCTUMVICTORYTAKEPHOTO_REPEAT_#3_661_F;;SAMPLE TEXT 2711

PART_1_FINALE_VICTORYFEAST1_220_M;You had won the respect of the strange cabin's inhabitant.;SAMPLE TEXT 2712

PART_1_FINALE_VICTORYFEAST1_220_F;;SAMPLE TEXT 2713

PART_1_FINALE_VICTORYFEAST1_437_M;Your body quaked as the adrenaline of the battle subsided...;SAMPLE TEXT 2714

PART_1_FINALE_VICTORYFEAST1_437_F;;SAMPLE TEXT 2715

PART_1_FINALE_VICTORYFEAST1_783_M;...leaving you with a gnawing hunger. You had not eaten for days.;SAMPLE TEXT 2716

PART_1_FINALE_VICTORYFEAST1_783_F;;SAMPLE TEXT 2717

PART_1_FINALE_VICTORYFEAST1_265_M;Is it not so?;SAMPLE TEXT 2718

PART_1_FINALE_VICTORYFEAST1_265_F;;SAMPLE TEXT 2719

PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_024_M;Having bested the cabin's inhabitant, you were invited to sit.;SAMPLE TEXT 2720

PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_024_F;;SAMPLE TEXT 2721

PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_427_M;The great [c:bR]Scrybe[c:] regaled you with his stories.;SAMPLE TEXT 2722

PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_427_F;;SAMPLE TEXT 2723

PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_684_M;He told you of a world long passed. And of how he had conquered it.;SAMPLE TEXT 2724

PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_684_F;;SAMPLE TEXT 2725

PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_705_M;Of how... pure his true intentions were.;SAMPLE TEXT 2726

PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_705_F;;SAMPLE TEXT 2727

PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_006_M;How... he only wished...;SAMPLE TEXT 2728

PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_006_F;;SAMPLE TEXT 2729

PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_390_M;Enough.;SAMPLE TEXT 2730

PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_390_F;;SAMPLE TEXT 2731

PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_716_M;Eat.;SAMPLE TEXT 2732

PART_1_FINALE_VICTORYFEAST1_REPEAT_#1_716_F;;SAMPLE TEXT 2733

PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_176_M;After the great battle, your troupe of creatures was disbanded.;SAMPLE TEXT 2734

PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_176_F;;SAMPLE TEXT 2735

PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_181_M;You had no further need for them.;SAMPLE TEXT 2736

PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_181_F;;SAMPLE TEXT 2737

PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_364_M;You were now in the company of a friend.;SAMPLE TEXT 2738

PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_364_F;;SAMPLE TEXT 2739

PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_438_M;I did this all for you, you know.;SAMPLE TEXT 2740

PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_438_F;;SAMPLE TEXT 2741

PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_231_M;To breathe, to slumber... to eat. This is not life.;SAMPLE TEXT 2742

PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_231_F;;SAMPLE TEXT 2743

PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_430_M;Life is the thrill of the kill and the woe of the vanquished.;SAMPLE TEXT 2744

PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_430_F;;SAMPLE TEXT 2745

PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_168_M;You have now lived. Truly.;SAMPLE TEXT 2746

PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_168_F;;SAMPLE TEXT 2747

PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_203_M;So now you may eat.;SAMPLE TEXT 2748

PART_1_FINALE_VICTORYFEAST1_REPEAT_#2_203_F;;SAMPLE TEXT 2749

PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_532_M;Another challenger had bested [c:bR]Leshy, Great Scrybe of Beasts[c:].;SAMPLE TEXT 2750

PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_532_F;Another challenger had bested [c:bR]Leshy, Great Scrybe of Beasts[c:].;SAMPLE TEXT 2751

PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_506_M;And I fear our time may be drawing to a close.;SAMPLE TEXT 2752

PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_506_F;;SAMPLE TEXT 2753

PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_109_M;It seems nothing I do can prolong my reign here...;SAMPLE TEXT 2754

PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_109_F;;SAMPLE TEXT 2755

PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_024_M;Since [c:bR]you[c:] got involved.;SAMPLE TEXT 2756

PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_024_F;;SAMPLE TEXT 2757

PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_597_M;Oh, you will see in time.;SAMPLE TEXT 2758

PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_597_F;;SAMPLE TEXT 2759

PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_814_M;That you should have simply let things be.;SAMPLE TEXT 2760

PART_1_FINALE_VICTORYFEAST1_REPEAT_#3_814_F;;SAMPLE TEXT 2761

PART_1_FINALE_VICTORYFEAST1_REPEAT_#4_403_M;Here we are once again...;SAMPLE TEXT 2762

PART_1_FINALE_VICTORYFEAST1_REPEAT_#4_403_F;;SAMPLE TEXT 2763

PART_1_FINALE_VICTORYFEAST1_REPEAT_#4_741_M;How many more do you have in you?;SAMPLE TEXT 2764

PART_1_FINALE_VICTORYFEAST1_REPEAT_#4_741_F;;SAMPLE TEXT 2765

PART_1_FINALE_VICTORYFEAST2_471_M;I do not celebrate often and I seldom give gifts.;SAMPLE TEXT 2766

PART_1_FINALE_VICTORYFEAST2_471_F;;SAMPLE TEXT 2767

PART_1_FINALE_VICTORYFEAST2_232_M;But you, Challenger, you are worthy.;SAMPLE TEXT 2768

PART_1_FINALE_VICTORYFEAST2_232_F;But you, Challenger, you are worthy.;SAMPLE TEXT 2769

PART_1_FINALE_VICTORYFEAST2_774_M;Please, do not be polite. Dig in.;SAMPLE TEXT 2770

PART_1_FINALE_VICTORYFEAST2_774_F;;SAMPLE TEXT 2771

PART_1_FINALE_VICTORYFEAST2_REPEAT_#1_742_M;Surely this food will please you.;SAMPLE TEXT 2772

PART_1_FINALE_VICTORYFEAST2_REPEAT_#1_742_F;;SAMPLE TEXT 2773

PART_1_FINALE_VICTORYFEAST2_REPEAT_#1_255_M;I took extra care in preparing it.;SAMPLE TEXT 2774

PART_1_FINALE_VICTORYFEAST2_REPEAT_#1_255_F;;SAMPLE TEXT 2775

PART_1_FINALE_VICTORYFEAST2_REPEAT_#2_231_M;Are you pleased?;SAMPLE TEXT 2776

PART_1_FINALE_VICTORYFEAST2_REPEAT_#2_231_F;;SAMPLE TEXT 2777

PART_1_FINALE_VICTORYFEAST2_REPEAT_#2_464_M;Eat it.;SAMPLE TEXT 2778

PART_1_FINALE_VICTORYFEAST2_REPEAT_#2_464_F;;SAMPLE TEXT 2779

PART_1_FINALE_VICTORYFEAST2_REPEAT_#3_235_M;Is there something wrong with it?;SAMPLE TEXT 2780

PART_1_FINALE_VICTORYFEAST2_REPEAT_#3_235_F;;SAMPLE TEXT 2781

PART_1_FINALE_VICTORYFEAST2_REPEAT_#3_480_M;Enlighten me. What would make it better?;SAMPLE TEXT 2782

PART_1_FINALE_VICTORYFEAST2_REPEAT_#3_480_F;;SAMPLE TEXT 2783

PART_1_FINALE_VICTORYFEAST2_REPEAT_#4_695_M;Is it not what you are used to?;SAMPLE TEXT 2784

PART_1_FINALE_VICTORYFEAST2_REPEAT_#4_695_F;;SAMPLE TEXT 2785

PART_1_FINALE_VICTORYFEAST2_REPEAT_#4_345_M;Around here this is considered a delicacy.;SAMPLE TEXT 2786

PART_1_FINALE_VICTORYFEAST2_REPEAT_#4_345_F;;SAMPLE TEXT 2787

PART_1_FINALE_VICTORYFEAST3_059_M;Is there something wrong?;SAMPLE TEXT 2788

PART_1_FINALE_VICTORYFEAST3_059_F;;SAMPLE TEXT 2789

PART_1_FINALE_VICTORYFEAST3_821_M;Your prize awaits.;SAMPLE TEXT 2790

PART_1_FINALE_VICTORYFEAST3_821_F;;SAMPLE TEXT 2791

PART_1_FINALE_VICTORYFEAST3_986_M;Come with me.;SAMPLE TEXT 2792

PART_1_FINALE_VICTORYFEAST3_986_F;;SAMPLE TEXT 2793

PART_1_FINALE_VICTORYFEAST3_REPEAT_#1_550_M;Really? This does not meet your standards?;SAMPLE TEXT 2794

PART_1_FINALE_VICTORYFEAST3_REPEAT_#1_550_F;;SAMPLE TEXT 2795

PART_1_FINALE_VICTORYFEAST3_REPEAT_#2_243_M;If you do not appreciate it, we can move on.;SAMPLE TEXT 2796

PART_1_FINALE_VICTORYFEAST3_REPEAT_#2_243_F;;SAMPLE TEXT 2797

PART_1_FINALE_VICTORYFEAST3_REPEAT_#2_448_M;I will not dwell on a rejected gift.;SAMPLE TEXT 2798

PART_1_FINALE_VICTORYFEAST3_REPEAT_#2_448_F;;SAMPLE TEXT 2799

PART_1_FINALE_VICTORYFEAST3_REPEAT_#3_347_M;I have come to expect nothing from your kind.;SAMPLE TEXT 2800

PART_1_FINALE_VICTORYFEAST3_REPEAT_#3_347_F;;SAMPLE TEXT 2801

PART_1_FINALE_VICTORYFEAST3_REPEAT_#3_992_M;If you do not want it, then come with me.;SAMPLE TEXT 2802

PART_1_FINALE_VICTORYFEAST3_REPEAT_#3_992_F;;SAMPLE TEXT 2803

PART_1_FINALE_VICTORYFEAST3_REPEAT_#4_234_M;You've done me a great disrespect.;SAMPLE TEXT 2804

PART_1_FINALE_VICTORYFEAST3_REPEAT_#4_234_F;;SAMPLE TEXT 2805

PART_3_GAME_FLOW_PART3INTRO1_970_M;You done gawking?;SAMPLE TEXT 2806

PART_3_GAME_FLOW_PART3INTRO1_970_F;;SAMPLE TEXT 2807

PART_3_GAME_FLOW_PART3INTRO1_733_M;We can start?;SAMPLE TEXT 2808

PART_3_GAME_FLOW_PART3INTRO1_733_F;;SAMPLE TEXT 2809

PART_3_GAME_FLOW_PART3INTRO1_395_M;Good.;SAMPLE TEXT 2810

PART_3_GAME_FLOW_PART3INTRO1_395_F;;SAMPLE TEXT 2811

PART_3_MAP_P03TRADER_859_M;Found any CYBER pelts around here?;SAMPLE TEXT 2812

PART_3_MAP_P03TRADER_859_F;;SAMPLE TEXT 2813

PART_3_MAP_HOLOMAPREACHEDCHECKPOINTFIRSTTIME_158_M;You made it to the first waypoint.;SAMPLE TEXT 2814

PART_3_MAP_HOLOMAPREACHEDCHECKPOINTFIRSTTIME_158_F;;SAMPLE TEXT 2815

PART_3_MAP_HOLOMAPREACHEDCHECKPOINTFIRSTTIME_989_M;Cool.;SAMPLE TEXT 2816

PART_3_MAP_HOLOMAPREACHEDCHECKPOINTFIRSTTIME_989_F;;SAMPLE TEXT 2817

PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_720_M;Your items are recharged.;SAMPLE TEXT 2818

PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_720_F;;SAMPLE TEXT 2819

PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_768_M;Bots that you've destroyed in the area will stay that way.;SAMPLE TEXT 2820

PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_768_F;;SAMPLE TEXT 2821

PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_524_M;If and when you do perish... You'll be brought back here.;SAMPLE TEXT 2822

PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_524_F;;SAMPLE TEXT 2823

PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_095_M;It's an elegant system.;SAMPLE TEXT 2824

PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_095_F;;SAMPLE TEXT 2825

PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#1_843_M;Items 100% charged.;SAMPLE TEXT 2826

PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#1_843_F;;SAMPLE TEXT 2827

PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#1_108_M;Bot spawners 100% offline.;SAMPLE TEXT 2828

PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#1_108_F;;SAMPLE TEXT 2829

PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#2_013_M;Your items are recharged.;SAMPLE TEXT 2830

PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#2_013_F;;SAMPLE TEXT 2831

PART_3_MAP_HOLOMAPREACHEDCHECKPOINT_REPEAT_#2_826_M;And those bots back there are permanently offline.;SAMPLE TEXT 2832

